"Group","Ancestors","Ontology"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0019538, GO:0008150, GO:0009057, GO:0009056, GO:0008152, GO:1901565, GO:1901575, GO:1901564, GO:0044238, GO:0043170, GO:0006807, GO:0071704","GO:0030163"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008150, GO:0043933, GO:0044085, GO:0065003, GO:0022607, GO:0016043, GO:0071840, GO:0009987","GO:0017004"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0015399, GO:0015078, GO:0022804, GO:0015075, GO:0008324, GO:0098660, GO:0005215, GO:0003674, GO:0022890, GO:0006811, GO:0006812, GO:0140657, GO:0098655, GO:0008150, GO:0044769, GO:0042625, GO:0042626, GO:0055085, GO:0022857, GO:0019829, GO:0034220, GO:1902600, GO:0022853, GO:0006810, GO:0009987, GO:0098662, GO:0051179, GO:0051234, GO:0015318","GO:0046961"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0044281, GO:0008150, GO:0005975, GO:0008152, GO:0019321, GO:0019566, GO:0044238, GO:0071704, GO:0005996","GO:0046373"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0016788, GO:0016888, GO:1901360, GO:0004520, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0004536, GO:0003824, GO:0140657, GO:0004519, GO:0004518, GO:0016893, GO:0034641, GO:0015666, GO:0090304, GO:0008150, GO:0008094, GO:0140097, GO:0008152, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0015616, GO:0071704, GO:0140640, GO:0016787","GO:0009035"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0016725, GO:0016491, GO:0003824, GO:0016728, GO:0061731, GO:0003674","GO:0004748"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0140096, GO:0003824, GO:0008233, GO:0008238, GO:0003674, GO:0016787","GO:0004180"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008150, GO:0016043, GO:0071554, GO:0071840, GO:0045229, GO:0009987","GO:0071555"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008150, GO:0009233, GO:0008152, GO:1901661, GO:1901576, GO:1901663, GO:0009058, GO:0044249, GO:0044237, GO:0009987, GO:0044281, GO:0042180, GO:0042181, GO:0044283, GO:0071704","GO:0009234"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:1902494, GO:1990204, GO:0032991, GO:0005575","GO:0009326"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:1902495, GO:0110165, GO:0005575, GO:1990351, GO:0005886, GO:0098796, GO:0098797, GO:0098533, GO:0016020, GO:0032991, GO:0043190, GO:0071944","GO:1990222"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0098796, GO:1902495, GO:0016020, GO:0032991, GO:0110165, GO:1990195, GO:0005575, GO:1990351","GO:1990196"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:1902494, GO:0032991, GO:0005575","GO:0044569"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0009250, GO:0008150, GO:0006091, GO:0015980, GO:0008152, GO:1901576, GO:0006112, GO:0009059, GO:0009058, GO:0044238, GO:0044249, GO:0044237, GO:0009987, GO:0005976, GO:0043170, GO:0005975, GO:0005977, GO:0000271, GO:0044042, GO:0016051, GO:0071704","GO:0005978"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0098796, GO:1902495, GO:0016020, GO:0032991, GO:0110165, GO:0005575, GO:1990351","GO:1990281"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0110165, GO:0005575","GO:0060187"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0006082, GO:0008150, GO:0008152, GO:0044237, GO:0042126, GO:0009987, GO:0043436, GO:0044281, GO:0006807, GO:0071941, GO:2001057, GO:0071704","GO:0042128"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0016788, GO:0003824, GO:0008081, GO:0042578, GO:0003674, GO:0016787","GO:0071111"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008150, GO:0055085, GO:0051234, GO:0051179, GO:0022857, GO:0042908, GO:0006810, GO:0009987, GO:0003674, GO:0005215","GO:0042910"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008094, GO:0140097, GO:0140657, GO:0003824, GO:0003916, GO:0003674, GO:0140640, GO:0016853","GO:0003918"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0004812, GO:0003824, GO:0140098, GO:0003674, GO:0016874, GO:0140101, GO:0140640, GO:0016875","GO:0004824"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008150, GO:0007154, GO:0009991, GO:0006974, GO:0009987, GO:0006950, GO:0031668, GO:0009605, GO:0071496, GO:0051716, GO:0033554, GO:0050896","GO:0009432"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0043604, GO:0043603, GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006424"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0051171, GO:0044238, GO:0044237, GO:0051246, GO:0050794, GO:0006518, GO:0065007, GO:0008150, GO:0008152, GO:0008079, GO:0044249, GO:0005488, GO:0009889, GO:0006412, GO:0045182, GO:0006807, GO:0043043, GO:0010468, GO:0016043, GO:0010467, GO:0071840, GO:0043604, GO:0043603, GO:0019538, GO:0090079, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0003674, GO:0043170, GO:0006417, GO:0006415, GO:0003747, GO:0010556, GO:0034248, GO:0019222, GO:0034641, GO:0032984, GO:0043933, GO:0060255, GO:1901576, GO:0008135, GO:0009987, GO:0022411, GO:0010608, GO:0003676, GO:0044271, GO:0097159, GO:0050789, GO:0080090, GO:0031326, GO:0071704, GO:0031323","GO:0016149"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:1901360, GO:1901362, GO:0006783, GO:1901564, GO:0009058, GO:1901566, GO:0044237, GO:0046483, GO:0006778, GO:0006779, GO:0018130, GO:0033014, GO:0033013, GO:0034641, GO:0008150, GO:0008152, GO:0046501, GO:0042440, GO:1901576, GO:0042168, GO:0046148, GO:0044249, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0071704, GO:0019438","GO:0006782"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0043170, GO:0008150, GO:0006807, GO:0000270, GO:0008152, GO:1901135, GO:1901564, GO:0006022, GO:0071704, GO:0030203","GO:0009254"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008150, GO:0055085, GO:0051234, GO:0051179, GO:0022857, GO:0022804, GO:0015291, GO:0006810, GO:0005215, GO:0009987, GO:0003674","GO:0015297"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0043167, GO:0036094, GO:0005488, GO:0003674","GO:0043169"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0043604, GO:0019538, GO:0043603, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:1901566, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0006139, GO:0043038, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006430"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0071806, GO:0008150, GO:0071705, GO:0070727, GO:0055085, GO:0046907, GO:0015031, GO:0008104, GO:0110165, GO:0006886, GO:0006810, GO:0005575, GO:0009987, GO:0005622, GO:0045184, GO:0051641, GO:0051179, GO:0051234, GO:0033036, GO:0051649, GO:0071702","GO:0065002"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008150, GO:0015851, GO:0071705, GO:0055085, GO:0022857, GO:0006810, GO:0003674, GO:0009987, GO:0005215, GO:0051179, GO:0051234, GO:0071702","GO:0015205"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0110165, GO:0005575","GO:0016020"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0009289, GO:0110165, GO:0005575, GO:0042995","GO:0009419"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:1902495, GO:0110165, GO:0005575, GO:1990351, GO:0005886, GO:1902509, GO:0098796, GO:0098533, GO:0098797, GO:0016020, GO:0032991, GO:0043190, GO:0071944","GO:1990197"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0043229, GO:0043232, GO:0032991, GO:0005694, GO:0043226, GO:0110165, GO:0005575, GO:0005622, GO:0043228","GO:0000796"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0016744, GO:0003824, GO:0016740, GO:0003674","GO:0008661"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0003824, GO:0016740, GO:0003674, GO:0016765","GO:0003849"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0140096, GO:0003824, GO:0008233, GO:0003674, GO:0016787","GO:0008234"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0043170, GO:0008150, GO:0006807, GO:0008152, GO:1901564, GO:1901135, GO:0006022, GO:0071704, GO:0030203","GO:0000270"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:1901363, GO:0032561, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0035639, GO:0097159, GO:0097367, GO:0019001, GO:0017076, GO:0032553, GO:0032555","GO:0005525"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0008150, GO:0009628, GO:0009408, GO:0009266, GO:0051716, GO:0033554, GO:0006950, GO:0009987, GO:0050896","GO:0034605"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0140096, GO:0140657, GO:0003824, GO:0008233, GO:0003674, GO:0016787","GO:0004176"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0004645, GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0008184"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:1901363, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0032559, GO:0035639, GO:0097159, GO:0097367, GO:0017076, GO:0032553, GO:0030554, GO:0032555","GO:0005524"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0003824, GO:0015925, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0004565"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0090304, GO:0008150, GO:1901360, GO:0006260, GO:0008152, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0006261"
"fecal.EC.3.meses_vs_fecal.EC.debut","GO:0019538, GO:0036211, GO:0007154, GO:1901564, GO:0006468, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0018193, GO:0050794, GO:0003824, GO:0000160, GO:0016310, GO:0016772, GO:0016773, GO:0016775, GO:0050896, GO:0035556, GO:0140299, GO:0065007, GO:0008150, GO:0140096, GO:0007165, GO:0008152, GO:0004672, GO:0006793, GO:0004673, GO:0043412, GO:0009987, GO:0006796, GO:0006807, GO:0023052, GO:0051716, GO:0018202, GO:0016740, GO:0016301, GO:0050789, GO:0071704, GO:0018106","GO:0000155"
