"Group","Ancestors","Ontology"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043229, GO:0015630, GO:0005856, GO:0043232, GO:0110165, GO:0043226, GO:0005575, GO:0005622, GO:0043228","GO:0005815"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016835, GO:0003824, GO:0016838, GO:0016829, GO:0003674","GO:0003856"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043229, GO:0099080, GO:0099081, GO:0043232, GO:0110165, GO:0043226, GO:0005575, GO:0043228, GO:0005622, GO:0005856, GO:0045111, GO:0099512, GO:0099513","GO:0005882"
"oral.Control.control_vs_oral.CU.6.meses","GO:1901360, GO:1901362, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0016070, GO:0018130, GO:0003824, GO:0016772, GO:0097747, GO:0034641, GO:0140098, GO:0090304, GO:0008150, GO:0016779, GO:0034062, GO:0008152, GO:1901576, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0032774, GO:0034654, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003899"
"oral.Control.control_vs_oral.CU.6.meses","GO:0019637, GO:1901360, GO:1901362, GO:1901564, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0046483, GO:0018130, GO:0046443, GO:0072388, GO:0072387, GO:0034641, GO:1901293, GO:0008150, GO:0042726, GO:0042727, GO:0055086, GO:0009165, GO:0008152, GO:1901576, GO:0006793, GO:0044249, GO:0006139, GO:0006796, GO:0009987, GO:0006753, GO:0006725, GO:0044271, GO:0006807, GO:0034654, GO:0090407, GO:0071704, GO:0019438","GO:0006747"
"oral.Control.control_vs_oral.CU.6.meses","GO:0046821, GO:0110165, GO:0005575, GO:0005622","GO:0005727"
"oral.Control.control_vs_oral.CU.6.meses","GO:0003824, GO:0016772, GO:0016740, GO:0016301, GO:0003674, GO:0016776","GO:0008976"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016779, GO:0003824, GO:0070566, GO:0016772, GO:0016740, GO:0003674","GO:0003919"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0055085, GO:0022857, GO:0034220, GO:0015075, GO:0008324, GO:0006810, GO:0003674, GO:0005215, GO:0009987, GO:0022890, GO:0006811, GO:0006812, GO:0051234, GO:0051179, GO:0098655, GO:0015318, GO:0030001","GO:0046873"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043229, GO:0005737, GO:0043231, GO:0012505, GO:0043226, GO:0110165, GO:0005575, GO:0005622, GO:0043227","GO:0005783"
"oral.Control.control_vs_oral.CU.6.meses","GO:0003824, GO:0016772, GO:0016740, GO:0016773, GO:0016301, GO:0003674","GO:0008531"
"oral.Control.control_vs_oral.CU.6.meses","GO:0045184, GO:0008150, GO:0051234, GO:0051179, GO:0051641, GO:0070727, GO:0008104, GO:0033036, GO:0009987","GO:0006605"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0006811, GO:0006812, GO:0051179, GO:0051234, GO:0000041, GO:0030001, GO:0006810","GO:0006826"
"oral.Control.control_vs_oral.CU.6.meses","GO:0005618, GO:0110165, GO:0030312, GO:0005575, GO:0071944","GO:0009274"
"oral.Control.control_vs_oral.CU.6.meses","GO:0006082, GO:0044281, GO:0008150, GO:0008152, GO:0019752, GO:0044237, GO:0071704, GO:0009987, GO:0043436, GO:0032787","GO:0006090"
"oral.Control.control_vs_oral.CU.6.meses","GO:0032392, GO:1901360, GO:0006260, GO:0006261, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0032508, GO:0034641, GO:0090304, GO:0008150, GO:0008152, GO:0006996, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0051276, GO:0016043, GO:0071840, GO:0071103, GO:0071704","GO:0006268"
"oral.Control.control_vs_oral.CU.6.meses","GO:0019637, GO:1901360, GO:0006163, GO:1901362, GO:1901564, GO:1901566, GO:0009058, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0046483, GO:0072521, GO:0018130, GO:0034641, GO:0072522, GO:1901293, GO:0008150, GO:0055086, GO:0009165, GO:0008152, GO:1901576, GO:0006793, GO:0044249, GO:0006139, GO:0009987, GO:0006796, GO:0006753, GO:0006725, GO:0044271, GO:0006807, GO:0034654, GO:0090407, GO:0071704, GO:0019438","GO:0006164"
"oral.Control.control_vs_oral.CU.6.meses","GO:0097159, GO:1901363, GO:1901265, GO:0036094, GO:0005488, GO:0003674","GO:0000166"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0071705, GO:0070727, GO:0015031, GO:0008104, GO:0006810, GO:0009987, GO:0045184, GO:0051641, GO:0051234, GO:0051179, GO:0033036, GO:0071702","GO:0017038"
"oral.Control.control_vs_oral.CU.6.meses","GO:0098796, GO:0098797, GO:0098533, GO:1902495, GO:0016020, GO:0032991, GO:0110165, GO:0005575, GO:0005886, GO:1990351, GO:0071944","GO:0043190"
"oral.Control.control_vs_oral.CU.6.meses","GO:1901363, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0032559, GO:0035639, GO:0097159, GO:0097367, GO:0017076, GO:0032553, GO:0030554, GO:0032555","GO:0005524"
"oral.Control.control_vs_oral.CU.6.meses","GO:0032991, GO:0005575","GO:0097347"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016020, GO:0110165, GO:0005575, GO:0071944","GO:0005886"
"oral.Control.control_vs_oral.CU.6.meses","GO:0110165, GO:0005575, GO:0005622","GO:0005737"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0051179, GO:0051234, GO:0055085, GO:0006810, GO:0003674, GO:0005215, GO:0009987","GO:0022857"
"oral.Control.control_vs_oral.CU.6.meses","GO:0110165, GO:0005575","GO:0042597"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0016043, GO:0071554, GO:0071840, GO:0045229, GO:0009987","GO:0071555"
"oral.Control.control_vs_oral.CU.6.meses","GO:0110165, GO:0005575","GO:0005576"
"oral.Control.control_vs_oral.CU.6.meses","GO:0009273, GO:0006024, GO:1901564, GO:0009059, GO:0044038, GO:0006022, GO:0006023, GO:0009058, GO:1901566, GO:0044237, GO:0043170, GO:0044085, GO:0071554, GO:0030203, GO:0008150, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0044249, GO:0009987, GO:0042546, GO:0006807, GO:0000270, GO:0071840, GO:0071704","GO:0009252"
"oral.Control.control_vs_oral.CU.6.meses","GO:0046872, GO:0043167, GO:0036094, GO:0043169, GO:0005488, GO:0003674","GO:0000287"
"oral.Control.control_vs_oral.CU.6.meses","GO:0110165, GO:0005575","GO:0032153"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0055085, GO:0022857, GO:0015144, GO:0022804, GO:0008643, GO:0006810, GO:0003674, GO:0005215, GO:0009987, GO:0051234, GO:0051179, GO:0003824, GO:0016772, GO:0016773, GO:0016740, GO:0034219, GO:0071702","GO:0008982"
"oral.Control.control_vs_oral.CU.6.meses","GO:0046914, GO:0046872, GO:0043167, GO:0043169, GO:0036094, GO:0005488, GO:0003674","GO:0008270"
"oral.Control.control_vs_oral.CU.6.meses","GO:0003824, GO:0140657, GO:0016817, GO:0016818, GO:0016462, GO:0017111, GO:0003674, GO:0016787","GO:0016887"
"oral.Control.control_vs_oral.CU.6.meses","GO:0065007, GO:0065008, GO:0008150, GO:0050793, GO:0022604, GO:0000902, GO:0048856, GO:0009653, GO:0022603, GO:0032502, GO:0050789","GO:0008360"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016020, GO:0110165, GO:0005575, GO:0005886, GO:0071944","GO:0005887"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0071705, GO:0051179, GO:0051234, GO:0006810, GO:0042886, GO:0071702","GO:0015833"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0009987","GO:0007049"
"oral.Control.control_vs_oral.CU.6.meses","GO:0071806, GO:0008150, GO:0071705, GO:0070727, GO:0055085, GO:0046907, GO:0015031, GO:0008104, GO:0110165, GO:0006886, GO:0006810, GO:0005575, GO:0009987, GO:0005622, GO:0045184, GO:0051641, GO:0051179, GO:0051234, GO:0033036, GO:0051649, GO:0071702","GO:0065002"
"oral.Control.control_vs_oral.CU.6.meses","GO:0051301, GO:0008150, GO:0032505, GO:0022402, GO:0022414, GO:0000910, GO:0007049, GO:0009987, GO:0000003, GO:0019954","GO:0043093"
"oral.Control.control_vs_oral.CU.6.meses","GO:0140096, GO:0003824, GO:0004175, GO:0008233, GO:0003674, GO:0016787, GO:0008237","GO:0004222"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0055085, GO:0008643, GO:0006810, GO:0009987, GO:0051179, GO:0051234, GO:0098657, GO:0098704, GO:0034219, GO:0098739, GO:0071702","GO:0009401"
"oral.Control.control_vs_oral.CU.6.meses","GO:0005737, GO:0110165, GO:0005575, GO:0005622","GO:0005829"
"oral.Control.control_vs_oral.CU.6.meses","GO:0045184, GO:0008150, GO:0051234, GO:0051179, GO:0051641, GO:0070727, GO:0008104, GO:0033036, GO:0009987","GO:0006605"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0071705, GO:0070727, GO:0015031, GO:0008104, GO:0006810, GO:0009987, GO:0045184, GO:0051641, GO:0051234, GO:0051179, GO:0033036, GO:0071702","GO:0017038"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0043933, GO:0044085, GO:0065003, GO:0022607, GO:0016043, GO:0071840, GO:0009987","GO:0017004"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0009987","GO:0051301"
"oral.Control.control_vs_oral.CU.6.meses","GO:0090304, GO:0008150, GO:1901360, GO:0008152, GO:0006259, GO:0044238, GO:0044237, GO:0006139, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0006260"
"oral.Control.control_vs_oral.CU.6.meses","GO:0140096, GO:0003824, GO:0008233, GO:0003674, GO:0008238, GO:0016787","GO:0016805"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0008152, GO:1901576, GO:0008610, GO:0044255, GO:0009058, GO:0044238, GO:0044249, GO:0044237, GO:0009987, GO:0006720, GO:0006629, GO:0071704","GO:0008299"
"oral.Control.control_vs_oral.CU.6.meses","GO:1901360, GO:1901362, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0018130, GO:0003824, GO:0071897, GO:0034641, GO:0016772, GO:0090304, GO:0008150, GO:0016779, GO:0034061, GO:0140097, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0034654, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003887"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016788, GO:0004527, GO:0003824, GO:0004518, GO:0003674, GO:0016787","GO:0008408"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008094, GO:0140097, GO:0003824, GO:0140657, GO:0003916, GO:0003918, GO:0003674, GO:0016853, GO:0140640","GO:0034335"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0019725, GO:0042592","GO:0045454"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0006091, GO:0015980, GO:0008152, GO:0045333, GO:0044238, GO:0009060, GO:0044237, GO:0009987","GO:0006099"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0008955"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0022402, GO:0007049, GO:0009987","GO:0007059"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043167, GO:0043169, GO:0036094, GO:0005488, GO:0003674","GO:0046872"
"oral.Control.control_vs_oral.CU.6.meses","GO:0140096, GO:0004180, GO:0017171, GO:0003824, GO:0008236, GO:0004185, GO:0008233, GO:0008238, GO:0003674, GO:0016787, GO:0070008","GO:0009002"
"oral.Control.control_vs_oral.CU.6.meses","GO:0140535, GO:0032991, GO:0005575","GO:0031522"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0007154, GO:0009991, GO:0006974, GO:0009987, GO:0006950, GO:0031668, GO:0009605, GO:0071496, GO:0051716, GO:0033554, GO:0050896","GO:0009432"
"oral.Control.control_vs_oral.CU.6.meses","GO:0097159, GO:0005488, GO:0003674","GO:0043546"
"oral.Control.control_vs_oral.CU.6.meses","GO:1901360, GO:1901362, GO:0009110, GO:1901564, GO:0006066, GO:0009058, GO:1901566, GO:0006766, GO:0044237, GO:1901617, GO:0044281, GO:0046483, GO:0044283, GO:0034309, GO:0034308, GO:0018130, GO:0046165, GO:0034641, GO:0072528, GO:0072527, GO:0042723, GO:0008150, GO:0042724, GO:0006790, GO:0008152, GO:0006772, GO:1901576, GO:0042364, GO:0044249, GO:0009987, GO:1901615, GO:0006725, GO:0044272, GO:0006767, GO:0044271, GO:0006807, GO:0071704, GO:0019438","GO:0009228"
"oral.Control.control_vs_oral.CU.6.meses","GO:0000166, GO:1901363, GO:0097159, GO:1901265, GO:0017076, GO:0036094, GO:0005488, GO:0030554, GO:0003674","GO:0050661"
"oral.Control.control_vs_oral.CU.6.meses","GO:0033293, GO:1901363, GO:1901681, GO:0043167, GO:0043177, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0031406, GO:0097159, GO:0033218","GO:0008658"
"oral.Control.control_vs_oral.CU.6.meses","GO:0000166, GO:1901363, GO:0097159, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674","GO:0050660"
"oral.Control.control_vs_oral.CU.6.meses","GO:0006082, GO:0170033, GO:0170034, GO:0006520, GO:1901564, GO:0009058, GO:1901566, GO:0044238, GO:0170039, GO:0044237, GO:0170038, GO:0044281, GO:0044283, GO:0016053, GO:0008150, GO:0006790, GO:0009067, GO:0009066, GO:0008152, GO:1901576, GO:0008652, GO:0044249, GO:0009987, GO:0006555, GO:0043436, GO:0046394, GO:1901605, GO:0044272, GO:1901607, GO:0000097, GO:0000096, GO:0006807, GO:0019752, GO:0071704","GO:0009086"
"oral.Control.control_vs_oral.CU.6.meses","GO:0003676, GO:0003677, GO:0097159, GO:0005488, GO:0003674","GO:0003684"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0071705, GO:0070727, GO:0008104, GO:0006810, GO:0009987, GO:0045184, GO:0051641, GO:0051234, GO:0051179, GO:0033036, GO:0071702","GO:0015031"
"oral.Control.control_vs_oral.CU.6.meses","GO:0003824, GO:0015926, GO:0008422, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0008706"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0042626, GO:0015399, GO:0055085, GO:0022857, GO:0022804, GO:0034220, GO:0015075, GO:0008324, GO:0022853, GO:0006810, GO:0003674, GO:0009987, GO:0005215, GO:0006811, GO:0006812, GO:0051234, GO:0051179, GO:0140657, GO:0098655","GO:0019829"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0015851, GO:0071705, GO:0055085, GO:0022857, GO:0006810, GO:0003674, GO:0009987, GO:0005215, GO:0051179, GO:0051234, GO:0071702","GO:0015205"
"oral.Control.control_vs_oral.CU.6.meses","GO:0006281, GO:1901360, GO:0000715, GO:0006283, GO:0006289, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0033554, GO:0034641, GO:0050896, GO:0090304, GO:0008150, GO:0008152, GO:0006974, GO:0006259, GO:0006996, GO:0006139, GO:0006950, GO:0009987, GO:0006725, GO:0006807, GO:0051276, GO:0051716, GO:0016043, GO:0071840, GO:0071704","GO:0000716"
"oral.Control.control_vs_oral.CU.6.meses","GO:1902494, GO:0140535, GO:0032991, GO:0005575","GO:0005835"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0051179, GO:0051234, GO:0006810, GO:0009987","GO:0055085"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043229, GO:0043232, GO:0043226, GO:0110165, GO:0005575, GO:0005622, GO:0043228, GO:0005856, GO:0005737, GO:0005938, GO:0032156, GO:0071944","GO:0005940"
"oral.Control.control_vs_oral.CU.6.meses","GO:0009294, GO:0008150, GO:0031668, GO:0009292, GO:0009605, GO:0007154, GO:0009991, GO:0071496, GO:0051716, GO:0050896, GO:0009987","GO:0030420"
"oral.Control.control_vs_oral.CU.6.meses","GO:0140657, GO:0003824, GO:0003674, GO:0140640","GO:0004386"
"oral.Control.control_vs_oral.CU.6.meses","GO:0044281, GO:0005975, GO:0008150, GO:0008152, GO:0019751, GO:0006066, GO:0019400, GO:0044238, GO:0071704, GO:1901615","GO:0006071"
"oral.Control.control_vs_oral.CU.6.meses","GO:0006082, GO:0008150, GO:0008152, GO:1901576, GO:0008610, GO:0044255, GO:0009058, GO:0044238, GO:0044249, GO:0044237, GO:0009987, GO:0006631, GO:0043436, GO:0044281, GO:0046394, GO:0072330, GO:0044283, GO:0006629, GO:0016053, GO:0019752, GO:0071704, GO:0032787","GO:0006633"
"oral.Control.control_vs_oral.CU.6.meses","GO:0090304, GO:0008150, GO:1901360, GO:0008152, GO:0044238, GO:0006974, GO:0006259, GO:0044237, GO:0006139, GO:0006950, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006281"
"oral.Control.control_vs_oral.CU.6.meses","GO:0004812, GO:0003824, GO:0140098, GO:0003674, GO:0016874, GO:0016875, GO:0140101, GO:0140640","GO:0004826"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0006811, GO:0051234, GO:0051179, GO:0006812, GO:0030001, GO:0006810","GO:0006813"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016788, GO:1901360, GO:0004520, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0004536, GO:0003824, GO:0004519, GO:0004518, GO:0034641, GO:0090304, GO:0008150, GO:0140097, GO:0008152, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0071704, GO:0140640, GO:0016787","GO:0009381"
"oral.Control.control_vs_oral.CU.6.meses","GO:0009312, GO:0009059, GO:0009311, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0016051, GO:0008150, GO:0008152, GO:0008610, GO:1901576, GO:1901135, GO:0008653, GO:0009103, GO:0046401, GO:1901137, GO:0044249, GO:0009987, GO:0005976, GO:0005975, GO:1903509, GO:0000271, GO:0006629, GO:0071704","GO:0009244"
"oral.Control.control_vs_oral.CU.6.meses","GO:1902494, GO:1990234, GO:0140535, GO:0032991, GO:0005575","GO:0017122"
"oral.Control.control_vs_oral.CU.6.meses","GO:0006281, GO:1901360, GO:0044238, GO:0044237, GO:0006302, GO:0043170, GO:0046483, GO:0033554, GO:0034641, GO:0050896, GO:0090304, GO:0008150, GO:0000725, GO:0008152, GO:0006310, GO:0006974, GO:0006259, GO:0006139, GO:0009987, GO:0006950, GO:0006725, GO:0006807, GO:0051716, GO:0071704","GO:0000724"
"oral.Control.control_vs_oral.CU.6.meses","GO:0003676, GO:0097159, GO:0005488, GO:0003674","GO:0003723"
"oral.Control.control_vs_oral.CU.6.meses","GO:0019637, GO:1901360, GO:0006163, GO:0006740, GO:1901564, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0046483, GO:0019362, GO:0072521, GO:0006739, GO:0072524, GO:0034641, GO:0008150, GO:0006091, GO:0055086, GO:0008152, GO:1901135, GO:0006793, GO:0006139, GO:0006796, GO:0009987, GO:0006753, GO:0006725, GO:0051156, GO:0006807, GO:0046496, GO:0071704","GO:0006098"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0055085, GO:0022857, GO:0034220, GO:0015075, GO:0006810, GO:0003674, GO:0009987, GO:0005215, GO:0006811, GO:0006812, GO:0051234, GO:0051179, GO:0098655","GO:0008324"
"oral.Control.control_vs_oral.CU.6.meses","GO:1902494, GO:0005737, GO:0042709, GO:0032991, GO:0110165, GO:0005575, GO:0005622, GO:0045239","GO:0009361"
"oral.Control.control_vs_oral.CU.6.meses","GO:0044281, GO:0008150, GO:0019318, GO:0005975, GO:0008152, GO:0044238, GO:0071704, GO:0005996","GO:0006006"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043229, GO:0043232, GO:0043226, GO:0110165, GO:0005575, GO:0005622, GO:0043228","GO:0005694"
"oral.Control.control_vs_oral.CU.6.meses","GO:1901360, GO:1901362, GO:1901564, GO:1901566, GO:0009058, GO:0044237, GO:0046483, GO:0006778, GO:0006779, GO:0018130, GO:0033014, GO:0033013, GO:0034641, GO:0008150, GO:0008152, GO:0042440, GO:1901576, GO:0046148, GO:0042168, GO:0044249, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0071704, GO:0019438","GO:0006783"
"oral.Control.control_vs_oral.CU.6.meses","GO:0019538, GO:0008150, GO:0080120, GO:0008152, GO:1901576, GO:1901564, GO:0009059, GO:0009058, GO:0044249, GO:0044238, GO:0044237, GO:0009987, GO:0043170, GO:0006807, GO:0006508, GO:0010467, GO:0051604, GO:0016485, GO:0071704","GO:0071586"
"oral.Control.control_vs_oral.CU.6.meses","GO:1902494, GO:1990204, GO:0032991, GO:0005575","GO:1902560"
"oral.Control.control_vs_oral.CU.6.meses","GO:0110165, GO:0005575","GO:0071944"
"oral.Control.control_vs_oral.CU.6.meses","GO:0098015, GO:0044423, GO:0005575","GO:0098027"
"oral.Control.control_vs_oral.CU.6.meses","GO:0090304, GO:0008150, GO:1901360, GO:0140097, GO:0008152, GO:0015074, GO:0044238, GO:0006259, GO:0009009, GO:0044237, GO:0006139, GO:0009987, GO:0003674, GO:0006725, GO:0043170, GO:0046483, GO:0003824, GO:0008907, GO:0006807, GO:0034641, GO:0071704, GO:0140640","GO:0009037"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016879, GO:0003824, GO:0016881, GO:0016874, GO:0003674","GO:0047480"
"oral.Control.control_vs_oral.CU.6.meses","GO:1901363, GO:0032561, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0035639, GO:0097159, GO:0097367, GO:0019001, GO:0017076, GO:0032553, GO:0032555","GO:0005525"
"oral.Control.control_vs_oral.CU.6.meses","GO:0046914, GO:0046872, GO:0043167, GO:0036094, GO:0043169, GO:0005488, GO:0003674","GO:0030145"
"oral.Control.control_vs_oral.CU.6.meses","GO:0090304, GO:0008150, GO:1901360, GO:0008152, GO:0006996, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006725, GO:0043170, GO:0046483, GO:0051276, GO:0006807, GO:0016043, GO:0071840, GO:0071103, GO:0034641, GO:0071704","GO:0006265"
"oral.Control.control_vs_oral.CU.6.meses","GO:1902494, GO:0140535, GO:1905347, GO:0032991, GO:1990391, GO:1905348, GO:0005575","GO:0009380"
"oral.Control.control_vs_oral.CU.6.meses","GO:0090304, GO:0008150, GO:1901360, GO:0006260, GO:0008152, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0006261"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0071705, GO:0051234, GO:0051179, GO:0006810, GO:0071702","GO:0015846"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043176, GO:0005488, GO:0003674","GO:0019808"
"oral.Control.control_vs_oral.CU.6.meses","GO:0006082, GO:0043603, GO:0009056, GO:0006040, GO:1901565, GO:1901564, GO:0044237, GO:0044281, GO:0044282, GO:0016054, GO:0008150, GO:0006054, GO:0008152, GO:1901136, GO:0046348, GO:1901575, GO:1901135, GO:0044248, GO:0009987, GO:0043436, GO:0046395, GO:0006807, GO:0019752, GO:0071704","GO:0019262"
"oral.Control.control_vs_oral.CU.6.meses","GO:0006082, GO:0008150, GO:0008152, GO:0044237, GO:0042126, GO:0009987, GO:0043436, GO:0044281, GO:0006807, GO:0071941, GO:2001057, GO:0071704","GO:0042128"
"oral.Control.control_vs_oral.CU.6.meses","GO:0003824, GO:0016817, GO:0016818, GO:0017111, GO:0016462, GO:0003674, GO:0016787","GO:0003924"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016725, GO:0016491, GO:0003824, GO:0016728, GO:0061731, GO:0003674","GO:0004748"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0043933, GO:0044085, GO:0065003, GO:0022607, GO:0016043, GO:0071840, GO:0009987","GO:0051258"
"oral.Control.control_vs_oral.CU.6.meses","GO:0110165, GO:0005575","GO:0031975"
"oral.Control.control_vs_oral.CU.6.meses","GO:0008150, GO:0032392, GO:0008094, GO:0140097, GO:0004386, GO:0006996, GO:0009987, GO:0003674, GO:0140657, GO:0051276, GO:0003824, GO:0032508, GO:0016043, GO:0071840, GO:0071103, GO:0140640","GO:0003678"
"oral.Control.control_vs_oral.CU.6.meses","GO:0019637, GO:0043603, GO:0009150, GO:1901360, GO:0006163, GO:0035383, GO:0034032, GO:0009259, GO:1901564, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0006637, GO:0046483, GO:0072521, GO:0034641, GO:0033875, GO:0008150, GO:0055086, GO:0006790, GO:0008152, GO:1901135, GO:0006793, GO:0006139, GO:0006796, GO:0009987, GO:0006753, GO:0006725, GO:0006807, GO:0019693, GO:0071704, GO:0033865","GO:0006084"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016788, GO:0004540, GO:0003674, GO:0004532, GO:0008408, GO:0004527, GO:0003824, GO:0004518, GO:0140098, GO:0016796, GO:0016896, GO:0140640, GO:0016787","GO:0008859"
"oral.Control.control_vs_oral.CU.6.meses","GO:0009251, GO:0008150, GO:0006091, GO:0015980, GO:0009057, GO:0009056, GO:0008152, GO:0006112, GO:1901575, GO:0044238, GO:0044237, GO:0009987, GO:0005976, GO:0043170, GO:0005975, GO:0005977, GO:0000272, GO:0044042, GO:0016052, GO:0071704","GO:0005980"
"oral.Control.control_vs_oral.CU.6.meses","GO:0043604, GO:0019538, GO:0043603, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:1901566, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006432"
"oral.Control.control_vs_oral.CU.6.meses","GO:0098562, GO:0098552, GO:0016020, GO:0110165, GO:0005575, GO:0005886, GO:0071944","GO:0009898"
"oral.Control.control_vs_oral.CU.6.meses","GO:0006082, GO:0044281, GO:0008150, GO:0008152, GO:0019752, GO:0044237, GO:0071704, GO:0009987, GO:0043436, GO:0032787","GO:0006090"
"oral.Control.control_vs_oral.CU.6.meses","GO:1902494, GO:0043493, GO:0032991, GO:0005575","GO:0098009"
"oral.Control.control_vs_oral.CU.6.meses","GO:0005657, GO:0043229, GO:0032993, GO:0043232, GO:0032991, GO:0005694, GO:0043226, GO:0110165, GO:0005575, GO:0043228, GO:0005622","GO:0030894"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016614, GO:0016616, GO:0016491, GO:0003824, GO:0018455, GO:0003674","GO:0004022"
"oral.Control.control_vs_oral.CU.6.meses","GO:0016879, GO:0003824, GO:0016881, GO:0016874, GO:0003674","GO:0008766"
